,time_published,summary,sentiment
636,20220621T155120,Dan Springer is stepping aside. Others might follow.,neutral
637,20220621T193000,"Are These The Best Consumer Stocks To Invest Right Now? Even with fears of an oncoming recession growing, investors may not want to overlook consumer stocks just yet. For one thing, consumer stocks offer a wide range of businesses for investors to bet on.",neutral
638,20220622T030500,"The feminine hygiene products market is categorized by Technavio as a part of the global personal products market. The feminine hygiene products market research report provides valuable insights on the post-pandemic impact on the market, which will help companies evaluate their business approaches.",neutral
639,20220622T111400,"A view of an empty plastic sachet of Unilever's Surf Excel laundry detergent on a beach on Crow Island, Colombo, Sri Lanka April 21, 2022. REUTERS/Joe Brock",neutral
640,20220622T182751,"Wall Street has officially fallen into a bear market as investor sentiment is hammered by soaring inflation, rising interest rates and worries about a looming recession in the world's largest economy. A bear market occurs when a stock index like the S&P 500 falls by 20% over a sustained period ...",neutral
641,20220622T201343,"Blue-chip dividend aristocrat The Procter & Gamble Company ( PG ) provides branded consumer packaged goods to consumers in North and Latin America, Europe, the Asia Pacific, Greater China, India, the Middle East, and Africa. It operates in five segments- Beauty. Grooming.",neutral
642,20220622T204500,Market participants think the economy could be in for a tough time.,neutral
643,20220622T214517,"In the latest trading session, Procter & Gamble (PG) closed at $138.50, marking a +1.56% move from the previous day.",neutral
644,20220623T102006,Style Box ETF report for ...,neutral
645,20220623T110000,More companies are testing how customers respond to price increases - with the results often giving them the green light to go higher.,neutral
646,20220623T111000,Some companies are running businesses that are bigger than any potential economic headwind.,negative
647,20220623T135945,"When the stock market hits a rough patch, it can pay to hide out in dividend stocks. Those cash payouts to shareholders are akin to a vaccine or an underground war bunker. They may not shield you from all of the financial pain of a market in free fall due to soaring inflation and rising interest ...",neutral
648,20220623T200149,"The Fed has launched a 75-basis points rate hike this month, the most aggressive rate hike in decades. Moreover, it is expected to deliver another 75-basis-point interest rate hike next month and a half-percentage-point rise in September.",neutral
649,20220623T204200,Competitive advantages and good management are keys to stocks that will cope during tumultuous markets.,neutral
650,20220623T213400,"Jose Ucar, founder of Jose Ucar Coaching announces today the release of his top 5 tips for a successful product launch presentation. These tips are universal and can be applied to any product category such as a new car, business or beauty product launch etc.",positive
651,20220623T222032,"A whale with a lot of money to spend has taken a noticeably bearish stance on Procter & Gamble. Looking at options history for Procter & Gamble PG we detected 24 strange trades. If we consider the specifics of each trade, it is accurate to state that 45% of the investors opened trades with ...",neutral
652,20220624T154139,"This sale also raise some cash so that we have the flexibility to high-grade the portfolio into more profitable, higher-quality companies.",positive
653,20220625T004521,"Cannes Lions may have attracted brands and agencies this week, but to connect with Gen Z, you probably should be looking west, talking to unique companies such as Sweety High, which combines content creation, online distribution, growth hacking and a new music label that just had its first hit.",neutral
654,20220625T103000,"Toilet paper is free, so why not menstrual products? These three startups offer solutions to the nationwide tampon shortage.",neutral
655,20220627T102006,Sector ETF report for ...,neutral
656,20220627T115500,The tobacco giant might not be the best choice for income investors.,neutral
657,20220627T121555,"A couple of Intel engineers got worries about the outgassing they were seeing with the plastics in their computer chips, and what that meant for the safety of plastic food packaging. So they launched a company to make a recyclable alternative.",positive
658,20220628T101500,Thinking about playing defense? Here are some names that will hold up in a recession.,neutral
659,20220628T102007,Sector ETF report for ...,neutral
660,20220628T110000,"JACKSONVILLE, Fla., June 28, 2022 /PRNewswire/ -- PureCycle Technologies, Inc. PCT and the Jacksonville Jaguars are teaming up to help divert over half a million pieces of plastic waste at TIAA Bank Field from being landfilled or flowing into waterways.",neutral
661,20220628T110000,"JACKSONVILLE, Fla., June 28, 2022 /PRNewswire/ -- PureCycle Technologies, Inc. ( Nasdaq: PCT ) and the Jacksonville Jaguars are teaming up to help divert over half a million pieces of plastic waste at TIAA Bank Field from being landfilled or flowing into waterways.",neutral
662,20220628T204500,Big employers in Midwest states joined tech giants and big banks in adding the benefit after the Supreme Court decision.,negative
663,20220628T214518,"Procter & Gamble (PG) closed the most recent trading day at $140.92, moving -1.63% from the previous trading session.",neutral
664,20220629T070013,"Brands and retailers are shifting away from the clipped newspaper discounts, and the digital version hasn't grown fast enough to catch up.",negative
665,20220629T200700,Arby's meme-worthy promos continue as it pairs up with a well-known internet favorite.,neutral
666,20220629T230200,BP PLC said Wednesday it will assist with travel expenses of U.S. employees for covered health care services after the Supreme Court's ruling on abortion.,neutral
667,20220630T092100,Successful fund managers have been piling into five well-known companies.,neutral
668,20220630T134808,"I don't buy stocks very often, but I recently jumped in to buy this trio paying their highest yields ever. Here's why.",positive
669,20220630T152351,"With the likelihood of a recession increasing, we want to upgrade our portfolio by focusing on those companies with resilient sales.",neutral
670,20220630T202500,"Dustin Olson will serve as the Company's second CEO ORLANDO, Fla., June 30, 2022 /PRNewswire/ -- Today, PureCycle Technologies, Inc. ( NASDAQ: PCT ) announced three key leadership changes effective August 5, 2022, that are expected to propel the company's transition to a leading global ...",neutral
671,20220701T121300,"If you are looking to add a bit of geographic diversification to your portfolio, this trio of dividend stocks should be on your radar today.",neutral
672,20220701T134600,"Harsh brings deep business and leadership experience with strong track record of building large infrastructure platforms, developing high performance teams and delivering operational and financial success.",neutral
673,20220701T142809,The packaged foods giant's stock just hit an all-time high.,neutral
674,20220701T192451,"Procter & Gamble's ( NYSE:PG ) short percent of float has risen 8.96% since its last report. The company recently reported that it has 17.56 million shares sold short, which is 0.73% of all regular shares that are available for trading.",negative
675,20220703T070300,"There is no stopping resignations at Ola Electric as now, Yashwant Kumar, who is Senior Director and Business Head for Charging Networks at the company, has decided to move on ...",neutral
676,20220703T070300,"There is no stopping resignations at Ola Electric as now, Yashwant Kumar, who is Senior Director and Business Head for Charging Networks at the company, has decided to move on ...",neutral
677,20220704T172949,"Check Out These 5 Consumer Staples Stocks In The Stock Market This Week With increased worries of an incoming recession making headlines, consumer staples stocks remain relevant in the stock market. For the uninitiated, consumer staples stocks are often regarded as a safe haven to protect against ...",neutral
678,20220705T083500,The increasing consumer demand for natural haircare products is one of the key factors driving the growth of the market.,neutral
679,20220705T140000,"RALEIGH, N.C., July 5, 2022 /PRNewswire/ -- Next Century Spirits, a growing brand company at the forefront of spirits innovation that launches unique products using their proprietary blending and filtration techniques, today announced the appointment of Rob Mason and Anthony Moniello as Co-Chief ...",neutral
680,20220705T192046,"The stock market posted modest gains on Friday to start the second half of this year. However, the Dow was down 1.3% last week, the S&P 500 fell 2.2%, and the Nasdaq Composite dropped 4.1%. Investors are now waiting for the June jobs report this Friday.",neutral
681,20220706T130011,"P&G (PG) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",neutral
682,20220706T142250,"The international division is being led by FMCG industry veteran Asad Raza Khan who has been appointed global commercial officer, the Good Glamm Group ...",neutral
683,20220707T102009,Smart Beta ETF report for ...,neutral
684,20220707T131500,"""Rule Breaker Investing"" launches another round of this fun game.",positive
685,20220707T214520,"In the latest trading session, Procter & Gamble (PG) closed at $146, marking a -0.03% move from the previous day.",neutral
686,20220708T121000,Looking for investments to hold for a long time without worrying too much about the market's ups and downs? Here are three stocks to consider.,neutral
687,20220710T152112,P&G and Nokia are among companies placing R&D inside new startups as a way to cash in on internal technology innovations.,positive
688,20220711T102005,Style Box ETF report for ...,positive
689,20220711T102009,Style Box ETF report for IVE ...,positive
690,20220711T134715,"The stock market has been under immense pressure lately due to multi-decade high inflation, the Fed's hawkish stance, and other macroeconomic headwinds. Moreover, the anticipated aggressive rate hikes are raising recessionary concerns.",positive
691,20220712T102009,Smart Beta ETF report for ...,positive
692,20220712T171500,"Target stock has slumped this year, nearly halved from the high. Is now the time to buy?",neutral
693,20220712T211950,"Someone with a lot of money to spend has taken a bullish stance on Procter & Gamble PG. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",positive
694,20220713T100001,The CNBC Investing Club breaks down the geographic revenue for every company in Jim Cramer's Charitable Trust.,positive
695,20220713T153200,Here's some clues to how the retail giant Amazon's annual buyfest is going.,neutral
696,20220713T193456,The CNBC Investing Club analyzes the latest CPI data to see whether we should be adjusting our investments strategies.,neutral
697,20220713T205500,The Consumer Price Index rose more in June than economists had expected.,positive
698,20220713T214518,"Procter & Gamble (PG) closed the most recent trading day at $145.70, moving +0.66% from the previous trading session.",neutral
699,20220715T092100,"The timeless Dow Jones Industrial Average is home to two incredible deals, as well as one highly successful company that's anything but a great deal.",positive
700,20220715T102607,"Stock Market Futures Rise Despite Gloomy Outlook On Economy From JPMorgan CEO Jamie Dimon U.S. stock futures are in the green in early morning trading on Friday. Surprisingly, this follows a relatively choppy day for markets after less-than-ideal quarterly figures from big banks.",neutral
701,20220715T180000,"Are These Top Defensive Stocks In Your Portfolio Right Now? With uncertainty and volatility being major themes in the stock market today, investors would be looking at defensive stocks now. After all, inflation is running rampant, the Federal Reserve is trying to reel it in, and fears of a ...",positive
702,20220718T083000,"Hair Care Market in Colombia to Record 5.97% YOY Growth Rate in 2026, Market Dynamics, Vendor & Segmentation Analysis - Technavio PR ...",positive
703,20220718T093000,"The oral care market report is segmented by Distribution Channel ( offline and online ) and Geography ( Europe, North America, APAC, South America, and MEA ) . • Regional Highlights - 33% of the market's growth will originate from during the forecast period. and the UK are the key markets for ...",positive
704,20220718T122157,"U.S. inflation hit a record 40-year high of 9.1% in June 2022. The Fed is gearing to announce another 75 bps hike in July, hammering consumer sentiments as they assess the possibility of a recession. Moreover, the IMF has now slashed its 2022 U.S. growth forecast to 2.3% from 2.9%. U.S.",positive
705,20220718T133000,"New York, July 18, 2022 ( GLOBE NEWSWIRE ) -- The Insight Partners published latest research study on ""Teeth Whitening Market Forecast to 2028 - COVID-19 Impact and Global Analysis - by Product and Distribution Channel,"" the rising awareness for oral hygiene, increased adoption of home teeth ...",positive
706,20220718T201500,"BTC's market cap is way smaller than gold's, but the percentage of Bitcoin held by institutional investors suggests that the current pricing reflects an excellent discount.",positive
707,20220719T102007,Sector ETF report for ...,positive
708,20220719T130011,"P&G (PG) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",positive
709,20220719T133000,Investors can benefit from looking for discounted prices across all sectors... including technology.,positive
710,20220719T153905,"Procter & Gamble's ( NYSE:PG ) short percent of float has fallen 20.55% since its last report. The company recently reported that it has 14.03 million shares sold short, which is 0.58% of all regular shares that are available for trading.",positive
711,20220719T214518,"Procter & Gamble (PG) closed at $144.04 in the latest trading session, marking a +0.51% move from the prior day.",positive
712,20220720T093800,These reliable companies can lay the foundation for a healthy long-term portfolio.,neutral
713,20220720T102008,Smart Beta ETF report for ...,positive
714,20220720T123500,"MIAMI, July 20, 2022 /PRNewswire/ -- CEO Coaching International, the leading executive coaching firm for growth-focused CEOs and entrepreneurs globally, is pleased to announce John Fadool as its newest Partner and Coach.",positive
715,20220720T165831,"A combination of economic factors and the Russia-Ukraine war are impacting consumer sentiments and contributing to stock market volatility. In June, U.S. inflation jumped 9.1% over the last 12 months, raising the odds of the Fed hiking interest rates by three-quarters of a percentage point this ...",positive
716,20220721T052900,"Essity products are seen on display in Stockholm, Sweden May 23, 2019. REUTERS/Anna Ringstrom STOCKHOLM, July 21 ( Reuters ) - Hygiene products group Essity ( ESSITYa.ST ) said on Thursday it planned to further hike prices in the face of higher costs, after posting second-quarter profits slightly ...",neutral
717,20220721T053300,H1 2022 results at all-time high-Upgrade of FY 2022 guidance on all ...,positive
718,20220721T113500,"Never is a long time, but history suggests these two stocks deserve to be in my portfolio forever.",positive
719,20220721T151500,"With a historically high yield, this consumer products giant looks enticing even though it has some problems to fix.",positive
720,20220721T173200,"Laura Maness comments: ""As only the sixth CEO in 105 years, the opportunity to renew, galvanize and grow a legendary and celebrated agency like Grey - combined with the unmatched calibre of talent from across the globe - is incredibly meaningful.",positive
721,20220721T204151,"Someone with a lot of money to spend has taken a bullish stance on Procter & Gamble PG. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",positive
722,20220722T092500,"If you are looking for reliable passive income, don't dig too deeply -- just look at the things you buy all the time.",neutral
723,20220722T092700,Procter & Gamble estimates inflation will lower profits by $2.5 billion this year.,positive
724,20220722T093500,"I'm buying more of these stocks as the market goes down, which is exactly why I love reinvesting my dividends.",neutral
725,20220722T100000,"ISTANBUL, July 22, 2022 /PRNewswire/ -- D-MARKET Electronic Services & Trading ( d/b/a ""Hepsiburada"" ) ( NASDAQ: HEPS ) , a leading Turkish e-commerce platform ( referred to herein as ""Hepsiburada"" or the ""Company"" ) , today announced the appointment of Nilhan Onal as Chief Executive Officer ( ...",positive
726,20220722T140028,P&G (PG) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,positive
727,20220722T142332,"( Friday Market Open ) Investors seem to have a day to focus on earnings because there's little economic news to digest, but social media stocks are certainly giving them something to chew on. Twitter TWTR reported a loss of eight cents per share, well below the expected 14 cent per share ...",neutral
728,20220723T103000,The consumer staples giant will announce its latest sales trends in a few days.,positive
729,20220723T103600,Owning the right dividend stocks could be a path to a comfortable retirement.,positive
730,20220723T143000,You needn't shy away from dividend-paying stocks even if you think a recession's coming.,positive
731,20220724T161500,These stocks could see big price swings in the next few days.,positive
732,20220725T061319,Investors are gearing up for the Federal Reserve's highly anticipated decision on interest rates. The upcoming week will also be dominated by another wave of corporate earnings and fresh housing and consumer data.,neutral
733,20220725T090600,Patience plays a big role in the Oracle of Omaha's investing philosophy.,positive
734,20220725T101100,"People shop in a supermarket as rising inflation affects consumer prices in Los Angeles, California, U.S., June 13, 2022. REUTERS/Lucy Nicholson/File Photo",neutral
735,20220725T114450,Here are the most important news items that investors need to start their trading day.,neutral
736,20220725T140400,"FRANKFURT, July 25 ( Reuters ) - All things to all people, the U.S. dollar leaves its imprint in every corner of the global economy: It is the currency in which vital raw materials are bought and sold, and it is the safe haven to which investors turn in times of trouble.",positive
737,20220725T142828,Strong dollar: 10 reasons why it matters to you The Financial Express ...,positive
738,20220725T145447,"( Monday Market Open ) Investors appear optimistic to start the new week as equity index futures headed higher ahead of the opening bell. However, there's a full economic calendar this week including the Federal Open Market Committee's interest rate decision on Wednesday.",neutral
739,20220725T151232,NUE: 3 Safe Dividend Stocks to Buy in the Second Half of ...,neutral
740,20220725T201854,"The CNBC Investing Club looks ahead to this week's busy earnings calendar, which includes results from Apple to Qualcomm.",neutral
741,20220725T214519,"In the latest trading session, Procter & Gamble (PG) closed at $143.99, marking a +0.68% move from the previous day.",positive
742,20220725T223041,"""You might get a rip-snorting rally,"" the ""Mad Money"" host said.",neutral
743,20220726T133327,"Caught in the ebb and flow of a bear market, the world's stock markets seemed to be taking another breather last week. Following months of downward movement, the markets reached a stalemate around many of the world's top stock-tracking indices last week.",neutral
744,20220726T150717,"( Tuesday Market Open ) Walmart WMT expressed worries over inflation last night, causing it to tumble in premarket action and pull equity index futures lower. Walmart surprised investors by slashing its Q2 and full-year earnings guidance due to rising inflation, and its stock plunged more than ...",neutral
745,20220726T175900,"Despite the volatility and the near-term uncertainty, there are pockets of the market that have done well in 2022. Today, we utilized our Zacks 'First Profit' screen to identify potentially winning stocks that have recently turned things around in a big way...",positive
746,20220726T185902,"The Federal Reserve's aggressive interest rate hikes to fight the multi-decade high inflation raise concerns over a potential recession. Though impressive corporate profits restored investors' confidence to some extent, a cooling job market and a modest decline in industrial production raise ...",positive
747,20220726T221900,"Job, manufacturing and housing data hinted over the past week that inflation was losing its edge. That's an encouraging message for the stock market just ahead of the coming week's Federal Reserve rate decision.",neutral
748,20220727T092049,"Pune, July 27, 2022 ( GLOBE NEWSWIRE ) -- Global Beauty Tool Market Outlook To 2029: The ""Beauty Tool Market"" Report provides insightful data on business strategies, top industry trends, growth opportunities, and challenges of top key players.",positive
749,20220727T121000,The stock looks attractive heading into the upcoming earnings report.,positive
750,20220727T132800,"Procter & Gamble's (PG) Q4 results are expected to reflect gains from strong demand for cleaning products and improved productivity, amid rising input costs and supply- chain woes.",positive
751,20220727T145121,"( Wednesday Market Open ) Investors appear to be bullish despite earnings misses from tech giants and a looming interest rate decision from the Federal Reserve this afternoon. After yesterday's close, Microsoft MSFT reported that it missed big on earnings and revenue, causing the stock to fall ...",neutral
752,20220727T161010,P&G (PG) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,positive
753,20220727T203200,Procter & Gamble hasn't reported bottom-line results below the Zacks Consensus EPS Estimate since 2015.,positive
754,20220727T210145,"Warren Buffett, also known as the Oracle of Omaha, is one of history's most successful investors. Buffett's investment strategy involves picking stocks possessing superior pricing power, long-term growth, efficient management, and low valuation.",positive
755,20220728T060400,"Bottles of shampoos are displayed for sale on shelves at a Tesco supermarket in south London, Britain, October 9, 2017. REUTERS/Hannah McKay/File Photo",neutral
756,20220728T104915,"( Wednesday Market Close ) The Federal Open Market Committee announced that it would raise the overnight rate by 75 basis points, in line with market expectations. The committee expects to have further hikes in the future as it remains focused on its goal to get inflation back down to 2% annually.",neutral
757,20220728T104916,"( Wednesday Market Close ) The Federal Open Market Committee announced that it would raise the overnight rate by 75 basis points, in line with market expectations. The committee expects to have further hikes in the future as it remains focused on its goal to get inflation back down to 2% annually.",neutral
758,20220728T105500,"Bottles of Don Julio tequila, a brand of Diageo, are seen for sale in Manhattan, New York City, U.S., May 20, 2022. REUTERS/Andrew Kelly/File Photo LONDON, July 28 ( Reuters ) - Soaring inflation has made life harder for most of the world - but some people are still smoking expensive cigarettes ...",positive
759,20220728T121700,"Boston, MA, July 28, 2022 ( GLOBE NEWSWIRE ) -- GasBuddy, a PDI company and the leading fuel savings platform providing North American drivers with the most ways to save money on gas, this week appointed Kristine Munsen as Northeast Advertising Sales Director.",positive
760,20220728T125000,"Pune India, July 28, 2022 ( GLOBE NEWSWIRE ) -- The market has been studied for the below mentioned-segmentation and regional analysis for North America, Europe, Asia, South America, and Middle East and Africa.",positive
761,20220728T143500,"Cotton, who will report directly to Lapo Civiletti, CEO of Ferrero Group, joins the company to support Ferrero's global business strategy of strengthening its position in the sweet packaged food category.",positive
762,20220728T143922,"( Thursday Market Open ) Investors might be ready to take a breather after yesterday's Fed rate rally, but with slower second-quarter GDP numbers and even more earnings and global economic data arriving through Friday, there will be little time to rest.",neutral
763,20220728T154411,"WASHINGTON, D.C., July 28, 2022 ( GLOBE NEWSWIRE ) -- The Recycling Partnership's Polypropylene Recycling Coalition is celebrating the How2Recycle upgrade of polypropylene ( PP ) rigid containers to ""Widely Recycled"" in the U.S. This major milestone comes as the Coalition marks its two-year ...",positive
764,20220728T185900,"New York, United States, July 28, 2022 ( GLOBE NEWSWIRE ) -- Teeth whitening involves bleaching the teeth with chlorine or other chemicals or removing stains to make them appear one to two shades whiter. Teeth whitening products remove stains and discoloration from the surface of teeth.",positive
765,20220728T192245,"Someone with a lot of money to spend has taken a bullish stance on Procter & Gamble PG. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",positive
766,20220728T220215,The three major averages are on track for weekly gains.,neutral
767,20220729T030500,"The premium cosmetics market is segmented by Product ( skincare products, fragrances, color cosmetics, hair care products, and others ) and Distribution Channel ( offline distribution channel and online distribution channel ) . • The market share growth in the skincare products segment will be ...",positive
768,20220729T051300,"Customers shop for new Apple iPhones at the Apple Store on 5th Avenue shortly after new products went on sale in Manhattan in New York City, New York, U.S., March 18, 2022. REUTERS/Mike Segar/ A look at the day ahead in markets from Anshuman Daga.",neutral
769,20220729T073344,Publicis Media bags PepsiCo India's media mandate The Financial Express ...,positive
770,20220729T074513,"Here are five key things that could impact Friday's trading. OUTLINE UNVEILED: Senate Majority Leader Chuck Schumer, D-N.Y., and Sen. Joe Manchin, D-W.Va., unveiled the outline of a new tax, climate and health care proposal on Wednesday, a stunning reversal that marks a major breakthrough for ...",neutral
771,20220729T075700,"July 29 ( Reuters ) - Croda International ( CRDA.L ) expects full-year adjusted earnings to be ""modestly ahead"" of its previous expectations after robust growth at its healthcare and consumer care units helped the speciality chemicals group post a rise in half-year profit.",positive
772,20220729T082332,"With US stock futures trading higher this morning on Friday ahead of earnings reports from several big companies, some of the stocks that may grab investor focus today are as follows: Wall Street expects The Procter & Gamble Company PG to report quarterly earnings at $1.23 per share on revenue of ...",positive
773,20220729T084424,"Bitcoin BTC/USD, the world's oldest cryptocurrency, surged above the $24,000 mark on Friday morning as investors digested the Federal Reserve's rate decision. The global cryptocurrency market capitalization touched the $1.1 trillion level on Friday after the US central bank raised interest rates ...",neutral
774,20220729T092000,Worried about volatility? Here are some names that can help investors sleep at night.,neutral
775,20220729T101956,"U.S. stock futures traded higher in early pre-market trade on Friday after the Dow Jones jumped more than 300 points in the previous session. Investors are awaiting earnings results from The Procter & Gamble Company PG, Exxon Mobil Corporation XOM, Charter Communications, Inc.",neutral
776,20220729T110300,"The consumer-products giant reported its biggest annual sales increase in 16 years, but said that consumers are starting to cut back.",positive
777,20220729T110457,Procter & Gamble reported mixed results for its fiscal fourth quarter.,positive
778,20220729T110800,Procter & Gamble said it sees around $3.3 billion in foreign currency headwinds for its coming fiscal year as the strong dollar continues to blunt U.S. earnings growth.,positive
779,20220729T112039,"The NWA region will likely become more ethnically and racially diverse as the overall population increases, according to a report released this week by the Northwest Arkansas Council.",positive
780,20220729T112900,"Keith Lerner, chief market strategist at Truist Advisory Services, says stocks are stuck in a range - and there's more downside from here.",neutral
781,20220729T113000,"A pair of better-than-expected big tech earnings, as well as fading bets on big Fed rate hike, has stocks heading towards their best monthly gains in nearly two years.",neutral
782,20220729T114416,"The stocks making the biggest moves in premarket trading include Amazon, Roku, Intel, Chevron, and more.",positive
783,20220729T114700,"Gillette razors, a brand owned by Procter & Gamble, is seen for sale in a store in Manhattan, New York City, U.S., June 29, 2022. REUTERS/Andrew Kelly/File Photo",neutral
784,20220729T115929,Here are the most important news items that investors need to start their trading day.,positive
785,20220729T120503,"P&G (PG) delivered earnings and revenue surprises of -1.63% and 0.63%, respectively, for the quarter ended June 2022. Do the numbers hold clues to what lies ahead for the stock?",positive
786,20220729T121042,"Procter & Gamble Co PG reported fourth-quarter FY22 sales growth of 3% year-on-year to $19.52 billion, beating the consensus of $19.37 billion.",neutral
787,20220729T123200,"London ( CNN Business ) When you think about a shrinking economy, what comes to mind? Factories shutting down. A wave of job losses and few open positions. Huge financial losses that batter most industries.",neutral
788,20220729T123200,"London ( CNN Business ) When you think about a shrinking economy, what comes to mind? Factories shutting down. A wave of job losses and few open positions. Huge financial losses that batter most industries.",neutral
789,20220729T123238,"London ( CNN Business ) When you think about a shrinking economy, what comes to mind? Factories shutting down. A wave of job losses and few open positions. Huge financial losses that batter most industries.",neutral
790,20220729T123922,"A man shops at a supermarket on Wednesday, July 27, 2022, in New York. An inflation gauge that is closely tracked by the Federal Reserve, Friday, July 29, jumped 6.8% in June from a year ago, the biggest increase in four decades, and leaving Americans with no relief from surging costs. ( AP ...",negative
791,20220729T124833,We believe the full-year guidance was the cut investors had been waiting for.,positive
792,20220729T143240,"( Friday Market Open ) Equity index futures pointed to a higher open as investors looked to wrap up the week and month on a positive note, but a higher-than-expected inflation report pushed the dollar higher and pulled futures down off premarket highs.",neutral
793,20220729T143300,"Procter & Gamble's (PG) Q4 results reflect gains from robust sales growth, driven by growth across segments, improved pricing and product mix.",positive
794,20220729T143336,"US Stocks: Nasdaq, S&P 500 rise on upbeat forecasts from Apple, Amazon The Financial Express ...",neutral
795,20220729T145600,Procter & Gamble Stock Slides as Fiscal 2023 Forecast Misses Estimates ...,negative
796,20220729T150600,Makers of household goods from shampoo to toilet paper are struggling to perform their traditional role as safe havens in investor portfolios.,neutral
797,20220729T165233,These are the stocks posting the largest moves in midday trading.,positive
798,20220729T165856,"Every weekday the CNBC Investing Club with Jim Cramer holds a ""Morning Meeting"" livestream at 10:20 a.m. ET. Here's a recap of Friday's key moments.",positive
799,20220729T174200,"New York ( CNN Business ) Here's another sign that the economy is slowing. Procter & Gamble ( PG ) , the maker of Tide, Dawn, Bounty and other leading household brands, warned Friday that consumers were beginning to pull back on their spending as inflation concerns mount.",neutral
800,20220729T180000,Stock Market Higher On Earnings. These 2 Stocks Top Buy Points Investor's Business Daily ...,neutral
801,20220729T192909,"U.S. stocks traded higher toward the end of trading, after recording gains in the previous session. The Dow traded up 0.99% to 32,852.57 while the NASDAQ rose 1.86% to 12,388.64. The S&P also rose, gaining, 1.44% to 4,131.14.",neutral
802,20220729T224417,Higher costs are taking a toll on the company's profits.,positive
803,20220801T050600,"NEW YORK, Aug 1 ( Reuters ) - As high inflation forces Americans to spend more on gas and bills, young and low-income consumers are starting to feel financial pressure.",neutral
804,20220801T075355,"Honasa Consumer appoints Pratik Mukherjee as vice president, Brand Factory The Financial Express ...",positive
805,20220801T090423,The Dow Jones jumped by more than 300 points on Friday despite Procter & Gamble Company PG reporting mixed results for its fourth quarter. Below is a look at the major economic reports scheduled for release today. The manufacturing PMI for July is scheduled for release at 9:45 a.m.,neutral
806,20220801T153000,The Oracle of Omaha might be investing in stuff you can't live without.,neutral
807,20220801T175206,"A sharp decline in the stock market is often an indicator of an impending recession - that is, a temporary period of economic decline. With the S&P 500 Index falling 1,000 points, or about one-fifth, from January through June, a consensus is emerging that a recession is coming, perhaps next year. ...",neutral
808,20220801T183320,"Someone with a lot of money to spend has taken a bearish stance on Procter & Gamble PG. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",positive
809,20220802T080000,"MONTEREY, Calif., Aug. 2, 2022 /PRNewswire/ -- Excelligence Learning Corporation ( ""Excelligence"" ) , an industry-leading developer, distributor, and online retailer of innovative, high-quality and grade-appropriate early childhood educational products and teaching resources, has named Anupam ...",positive
810,20220802T084644,StockNews.com lowered shares of Procter & Gamble ( NYSE:PG - Get Rating ) from a buy rating to a hold rating in a report issued on Monday. PG has been the subject of several other reports.,positive
811,20220802T130540,Barclays cut the price target for The Procter & Gamble Company PG from $157 to $154. Procter & Gamble shares fell 0.5% to $142.25 in pre-market trading. RBC Capital lowered the price target on Global Payments Inc. GPN from $197 to $194. Global Payments shares rose 0.1% to $128.00 in pre-market ...,neutral
812,20220802T133000,US Market Today: Top gainers and losers on Nasdaq and S&P 500 The Financial Express ...,neutral
813,20220802T140000,The consumer staples giant looks more attractive after Q2 earnings.,positive
814,20220802T185203,"It's especially important to cater to people who are typically underserved in the digital world. For example, people who are blind or have low vision, are deaf or hard of hearing, are neurodivergent, or those who have motor conditions. These individuals often face barriers when an experience is ...",neutral
815,20220802T192525,One of the biggest stories of the week for investing has been the sudden and unpredicted increase in the valuation of recent IPO AMTD Digital HKD. Here's a look at what happened and how an investment on the first day of trading has fared.,positive
816,20220803T072843,"Procter & Gamble ( NYSE:PG - Get Rating ) was downgraded by analysts at StockNews.com from a ""buy"" rating to a ""hold"" rating in a research report issued to clients and investors on Monday.",positive
817,20220803T090600,"Although there are 11 sectors to choose from, Buffett's investment history clearly shows he favors three above all others.",positive
818,20220803T101500,An economic downturn is no match for these consistently strong companies.,neutral
819,20220803T104500,Which payment company belongs in your portfolio?,positive
820,20220803T115000,"Earnings season is underway, and many stocks are making big moves to the upside and the downside.",neutral
821,20220803T201000,"OAKLAND, Calif., Aug. 3, 2022 /PRNewswire/ -- The Clorox Company ( NYSE: CLX ) today reported results for the fourth quarter and fiscal year 2022, which ended June 30, 2022. The following is a summary of key fourth-quarter results.",positive
822,20220803T203022,"SCI earnings call for the period ending June 30, 2022.",positive
823,20220803T204234,"Rising costs put pressure on company's profit margins, but we prepared our portfolio to weather this inflationary storm.",neutral
824,20220803T204522,"Someone with a lot of money to spend has taken a bullish stance on Procter & Gamble PG. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",positive
