,time_published,summary,sentiment
2804,20220729T134014,Citigroup raised the price target for Apple Inc. AAPL from $175 to $185. Apple shares rose 1.7% to trade at $159.99 on Friday. Raymond James cut the price target on Southwest Airlines Co. LUV from $55 to $51. Southwest Airlines shares fell 0.2% to $38.07 on Friday.,neutral
2805,20220729T135100,"July 29 ( Reuters ) - The U.S. government said on Friday it agreed to a $1.74 billion deal for 66 million doses of a Moderna Inc ( MRNA.O ) COVID vaccine updated for the Omicron subvariant for use in a fall and winter booster campaign, sending Moderna shares up 3%.",positive
2806,20220729T141000,"Stock Market Rally Powers Higher On Fed Rate Hints. Apple, Microsoft, Meta, Amazon, Google Key Earnings: Weekly Review | Investor's Business Daily Investor's Business Daily ...",neutral
2807,20220729T153000,"GSK plc (GSK), Merck (MRK), Pfizer (PFE), Sanofi (SNY) and AstraZeneca (AZN) announce second-quarter results ...",positive
2808,20220729T160100,Moderna Lands Vaccine Deal with Government. Pfizer Is Getting More Per Dose. ...,neutral
2809,20220729T170700,"Los Angeles County has dropped a plan for a universal indoor face mask mandate as COVID cases and hospitalizations have stabilized, with community transmission expected to fall to ""medium"" from ""high"" in the coming weeks.",neutral
2810,20220729T194000,"AbbVie's earnings (ABBV) beat estimates for second-quarter 2022, while sales miss the same. ABBV's immunology and neuroscience drugs drive sales. Shares decline in pre-market trading.",neutral
2811,20220729T203830,"Famed billionaire, entrepreneur and Dallas Maverick's owner Mark Cuban thinks Americans shouldn't have to pick between necessities such as food, medicine or rent. And he's provided a solution for at least one of those essentials.",neutral
2812,20220729T212416,The U.S. Food and Drug Administration ( FDA ) has approved Arcutis Biotherapeutics' ARQT New Drug Application ( NDA ) for ZORYVE ( roflumilast ) cream 0.3% for the treatment of plaque psoriasis in patients 12 years of age or older. The company expects commercial launch of the product in ...,positive
2813,20220730T062003,"A new drug touted as the first real breakthrough in acne treatment in decades has been available for months in the United States, but when it will hit the shelves in Europe and elsewhere remains unclear.",neutral
2814,20220730T100500,Two scenarios could change Pfizer's dividend outlook.,positive
2815,20220730T124300,"'We need vaccines with longer duration and greater breadth of protection,' said Dr. David Kessler, chief science officer for the White House's COVID-19 response team.",neutral
2816,20220730T140000,Companies across several industries will detail their respective performance during a quarter of economic contraction.,negative
2817,20220730T185446,"The president is once again back in isolation, but the White House says there's no reason for concern.",neutral
2818,20220730T195110,"President Joe Biden tested positive for Covid-19 on Saturday after several days of testing negative, marking the second time Biden tested positive for the virus this year.",positive
2819,20220731T114500,"These two companies haven't performed well in the market recently, but that could be an opportunity for investors.",positive
2820,20220731T130000,"Wall Street breathed a sigh of relief this week after Big Tech produced results that were largely not as bad as feared (except for Facebook), but the harder part of this earnings season may arrive in the coming week.",neutral
2821,20220731T132123,"Regulatory decisions have yet to pick up pace this year. July's calendar was light, but the good news was that most decisions turned out to be positive. That said, none of the drugs approved during the month were new molecular entities, underlining a lack of innovation going on in the sector.",neutral
2822,20220801T061500,"LEIDEN, Netherlands, Aug. 1, 2022 /PRNewswire/ -- Vico Therapeutics B.V., a neurology-focused genetic medicine company, today announced the appointment of Micah Mackison as Chief Executive Officer. Mr. Mackison brings significant biotechnology and pharmaceutical leadership experience to Vico.",positive
2823,20220801T070016,"They were once Democrats and Republicans. But fears for their children in the pandemic transformed their thinking, turning them into single-issue voters for November's midterms.",neutral
2824,20220801T110000,"WAYNE, Pa., Aug. 01, 2022 ( GLOBE NEWSWIRE ) -- Aclaris Therapeutics, Inc. ACRS, a clinical-stage biopharmaceutical company focused on developing novel drug candidates for immuno-inflammatory diseases, today announced the appointment of Douglas Manion, M.D., FRCP ( C ) , as President and Chief ...",positive
2825,20220801T110000,"NEW HAVEN, Conn., Aug. 01, 2022 ( GLOBE NEWSWIRE ) -- Arvinas, Inc. ARVN, a clinical-stage biotechnology company creating a new class of drugs based on targeted protein degradation, today announced that John Northcott has joined the company in a newly created position of Chief Commercial Officer ...",positive
2826,20220801T110000,"NEW HAVEN, Conn., Aug. 01, 2022 ( GLOBE NEWSWIRE ) -- Arvinas, Inc. ( Nasdaq: ARVN ) , a clinical-stage biotechnology company creating a new class of drugs based on targeted protein degradation, today announced that John Northcott has joined the company in a newly created position of Chief ...",positive
2827,20220801T121000,"GSK, Merck, Pfizer, Sanofi and AstraZeneca are part of Zacks top Analyst Blog.",positive
2828,20220801T123302,"Overall, markets remain down on the year with the Nasdaq being the worst performer, down 21% still.",neutral
2829,20220801T130010,"Pfizer (PFE) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",positive
2830,20220801T130803,"Mizuho raised the price target for Automatic Data Processing, Inc. ADP from $250 to $257. ADP shares rose 0.4% to $242.12 in pre-market trading. Raymond James raised the price target on Arthur J. Gallagher & Co. AJG from $195 to $205. Arthur J. Gallagher shares fell 0.9% to $177.30 in pre-market ...",positive
2831,20220801T142500,"Solar stocks seem to be back in vogue, and Daqo New Energy ( DQ ) is currently the No. 1-ranked stock in the solar energy industry group. DQ stock has pulled back from a high of 77.18 and has successfully tested the rising 50-day moving average in what could be a bullish sign.",positive
2832,20220801T152000,"President Joe Biden tested positive for COVID-19 for a third straight day on Monday, in what appears to be a rare case of 'rebound' following treatment with the antiviral Paxlovid.",negative
2833,20220801T175900,Let's check out how the four pharma/drug/biotech companies are placed before the quarterly earnings release on Aug 2.,positive
2834,20220801T230500,New strategic collaboration leverages Sosei Heptares' StaR® technology and SBDD platform and AbbVie's extensive neuroscience expertise Second collaboration with AbbVie follows 2020 agreement focused on inflammatory and autoimmune diseases,positive
2835,20220801T230500,"TOKYO, Japan and CAMBRIDGE, United Kingdom, Aug. 02, 2022 ( GLOBE NEWSWIRE ) -- Sosei Group Corporation ( ""the Company"". TSE: 4565 ) and AbbVie ( NYSE: ABBV ) , a research-based global biopharmaceutical company, announce they have entered a new drug discovery collaboration and option-to-license ...",positive
2836,20220802T095200,"Oral antiviral Paxlovid saw stronger-than-expected sales in the first half of the year, but still hasn't captured the international markets.",neutral
2837,20220802T095700,Moderna is still prevailing in the omicron booster market in at least one important way.,neutral
2838,20220802T100000,The booster market might be a long-term source of revenue.,neutral
2839,20220802T113836,"Dublin, Aug. 02, 2022 ( GLOBE NEWSWIRE ) -- The ""Biotechnology Market: Global Industry Trends, Share, Size, Growth, Opportunity and Forecast 2022-2027"" report has been added to ResearchAndMarkets.com's offering. The global biotechnology market reached a value of US$ 617.98 Billion in 2021.",neutral
2840,20220802T135947,"Biden appointed Robert Fenton, an administrator with the Federal Emergency Management Agency, as the head of U.S. efforts to quash the monkeypox outbreak.",negative
2841,20220802T155200,"On BioNTech's (BNTX) second-quarter earnings call, investors are expected to focus on the sales performance of its COVID-19 vaccine, Comirnaty, developed in partnership with Pfizer.",positive
2842,20220802T164331,President Joe Biden experienced a rebound Covid infection after taking Pfizer's antiviral drug Paxlovid. Here's what you need to know about the phenomenon.,neutral
2843,20220802T183800,Steel Dynamics ( STLD ) looks like it's trying to stage a comeback after its latest correction. It's trading back above its 50- and 200-day moving averages and is back on the IBD 50. The cash-secured put is a way to use options to potentially buy STLD stock at a discount.,neutral
2844,20220802T232203,The popular meme stock has delivered incredible gains to its shareholders.,neutral
2845,20220803T031312,"It's 2025 in Beijing, five years since the start of the pandemic, and Chinese President Xi Jinping's Covid Zero policy is still an inescapable part of daily life ...",neutral
2846,20220803T095200,Big pharma executives are worried that one part of the Inflation Reduction Act will reduce their companies' profits.,neutral
2847,20220803T115453,Moderna took a nearly $500 million hit on write-downs for vaccine inventory that has expired or is expected to expire before is can be used.,neutral
2848,20220803T115500,"Vaxart is still in the coronavirus vaccine race, even though its competitors remain very far ahead.",positive
2849,20220803T120600,"Syringes with needles are seen in front of a displayed Moderna logo in this illustration taken November 27, 2021. REUTERS/Dado Ruvic/Illustration/File Photo",neutral
2850,20220803T121332,"The Biden administration has considered using emergency public health powers to protect access to abortion pill, mifepristone.",neutral
2851,20220803T130000,"New Offering Architects Health and Wellness Programs that Lead Cultural Understanding, Foster Health Equity For Multicultural Populations and Bring Deep Fluency and Multicultural Capabilities to World's Largest Health Network",positive
2852,20220803T131700,"A highly anticipated late-stage trial of Alnylam Pharmaceutical s' drug Onpattro in a rare heart condition returned positive results, the company said, sending shares of the biotech up more than 50% in premarket trading.",positive
2853,20220803T132400,"A vial labelled ""Novavax COVID-19 Vaccine"" is seen in this illustration taken January 16, 2022. REUTERS/Dado Ruvic/Illustration LONDON, Aug 3 ( Reuters ) - The European Medicines Agency ( EMA ) is recommending Novavax's COVID-19 vaccine carry a warning of two inflammatory conditions of the heart, ...",neutral
2854,20220803T133631,"Westford, USA, Aug. 03, 2022 ( GLOBE NEWSWIRE ) -- According to the World Health Organization, diabetes affects 422 million people in 2021, with half of all cases occurring in low- and middle-income countries.",neutral
2855,20220803T134553,"Over the two years since COVID-19 first appeared, people everywhere are becoming less vigilant perhaps simply because they are exhausted. Governments also are easing up on social distancing and mask mandates as they try to regain a sense of normalcy and stability.",negative
2856,20220803T141500,"The market isn't putting too much faith in this drugmaker right now, and that could be a mistake.",neutral
2857,20220803T145838,"Westford, USA, Aug. 03, 2022 ( GLOBE NEWSWIRE ) -- According to a study by SkyQuest Technology, biosimilars market generated $12.24 billion in global sales in 2020. This is an 85% increase from the $9.3 billion generated in 2016.",positive
2858,20220803T152100,"A highly anticipated late-stage trial of Alnylam Pharmaceutical s' drug Onpattro in a rare heart condition returned positive results, the company said, sending shares of the biotech up more than 50% in premarket trading.",positive
2859,20220803T153457,Investors are cheering the company's Q2 results. But there was a troubling detail in Moderna's update.,neutral
2860,20220803T170025,"MRNA earnings call for the period ending June 30, 2022.",positive
2861,20220803T174031,"As the Fed raised interest rates by 75 basis points for the second straight month in July to tame the multi-decade high inflation, recession fears have intensified. In addition, the U.S. economy contracted for the second straight quarter this year, making many analysts believe that a recession ...",neutral
2862,20220803T201408,Moderna Inc on Wednesday maintained its full-year COVID-19 vaccine sales forecast of $21 billion as canceled orders from low- and middle-income nations through the COVAX program offset gains from new booster dose orders.,neutral
2863,20220803T204428,"Someone with a lot of money to spend has taken a bullish stance on Pfizer PFE. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",positive
2864,20220803T230031,"AMRN earnings call for the period ending June 30, 2022.",positive
2865,20220804T050049,"MCK earnings call for the period ending June 30, 2022.",positive
2866,20220804T110000,"SOUTH SAN FRANCISCO, California and VANCOUVER, Canada, Aug. 4, 2022 /CNW/ - ESSA Pharma Inc. ( ""ESSA"", or the ""Company"" ) ( NASDAQ: EPIX ) , a clinical-stage pharmaceutical company focused on developing novel therapies for the treatment of prostate cancer, today provided a corporate update and ...",neutral
2867,20220804T110000,"NEW YORK, Aug. 04, 2022 ( GLOBE NEWSWIRE ) -- Royalty Pharma plc ( Nasdaq: RPRX ) today reported financial results for the second quarter of 2022 and raised full-year 2022 guidance for Adjusted Cash Receipts ( 1 ) ( a non-GAAP financial measure ) .",positive
2868,20220804T111542,"Pfizer stock (NYSE: PFE) reported its Q2 results last week, with revenue and earnings comfortably above ours and the street estimates.",neutral
2869,20220804T131800,Intercept (ICPT) posts a wider Q2 loss and sales miss estimates. The company reissues guidance.,neutral
2870,20220804T134500,"Following last week's price movements on the SPDR S&P 500 ETF Trust SPY, it appears that July may be the first month to close with a price ascension of over 1% since March.",positive
2871,20220804T143700,"A vaccine maker, a therapeutics company, and a medical lab could suit a variety of investor risk profiles.",neutral
2872,20220804T145853,"If history is any guide, there may be trouble ahead for shares of Pfizer PFE. A so-called ""death cross"" has formed on its chart and, not surprisingly, this could be bearish for the stock. What To Know: Many traders use moving average crossover systems to make their decisions.",neutral
2873,20220804T160619,The momentum that began earlier this week for the biotech stock is accelerating.,positive
2874,20220804T174713,"Pfizer Inc PFE announced that an interim futility analysis of the global Phase 3 trial, REALM-DCM of PF-07265803, indicated the trial is unlikely to meet its primary endpoint upon completion. Based on these results, the Phase 3 trial and further development of PF-07265803 will be discontinued.",neutral
2875,20220804T174836,"In the latest signal of a faltering oil market, energy intelligence firm Enverus said on Wednesday that is was lowering its outlook for crude oil prices in the face of a looming recession and signs of demand destruction.",neutral
2876,20220804T230500,Neurocrine to conduct placebo-controlled Phase 2 study to investigate NBI-1117568 ( formerly HTL-0016878 ) as a potential new treatment for schizophrenia Clinical development milestone triggers payment of US$30 million to Sosei Heptares from Neurocrine,neutral
2877,20220804T230500,"TOKYO and CAMBRIDGE, United Kingdom, Aug. 05, 2022 ( GLOBE NEWSWIRE ) -- Sosei Group Corporation ( ""the Company"". TSE: 4565 ) , the world leader in G protein-coupled receptor ( GPCR ) focused structure-based drug design ( SBDD ) and development, has been notified by its partner Neurocrine ...",neutral
2878,20220804T233041,"July marked the first month that more than 1 million courses of Pfizer's COVID antiviral Paxlovid were prescribed, according to Biden administration figures provided to Axios. The big picture: There were 1.26 million courses dispensed last month, a 37% increase over June.",neutral
2879,20220805T022000,"Stocks to Watch: With oil prices staging a dramatic reversal, related stocks, along with rate-sensitive sectors will be on the radar as RBI announces its monetary policy outcome Friday.",neutral
2880,20220805T025750,"Nykaa, Reliance, Adani Ports, M&M, Britannia, Paytm, GAIL, Adani Enterprises, Pfizer stocks in focus The Financial Express ...",positive
2881,20220805T063106,"RPRX earnings call for the period ending June 30, 2022.",positive
2882,20220805T080038,"OPK earnings call for the period ending June 30, 2022.",positive
2883,20220805T083100,Intercept (ICPT) posts a wider Q2 loss while sales beat estimates. The company reissues guidance.,neutral
2884,20220805T095200,Both companies' dividends appear to be very safe.,positive
2885,20220805T104500,"MAINZ, Germany, and COPENHAGEN, Denmark, August 5, 2022 - BioNTech SE ( Nasdaq: BNTX, ""BioNTech"" ) and Genmab A/S ( ""Genmab"" ) today announced an expansion of their global strategic collaboration to develop and commercialize novel immunotherapies for the treatment of cancer patients.",neutral
2886,20220805T110000,Best Mutual Funds: Why Are Investors Buying Stocks? | Investor's Business Daily Investor's Business Daily ...,positive
2887,20220805T110000,"Antitrust approvals have been granted by the relevant governing authorities, including the Federal Trade Commission ( ""FTC"" ) , with respect to the previously announced Pfizer Inc. acquisition of Biohaven Pharmaceutical Holding Company Ltd. preliminary proxy statement has been filed with the SEC.",neutral
2888,20220805T113000,"TORONTO, Aug. 05, 2022 ( GLOBE NEWSWIRE ) -- Arch Biopartners Inc., ( ""Arch"" or the ""Company"" ) ( TSX Venture: ARCH and OTCQB: ACHFF ) , a clinical stage company targeting acute organ inflammation with novel therapeutics, announced today that the Company has added Dr. David Luke as a Strategic ...",neutral
2889,20220805T115500,The drug firm said exceptional items for June quarter comprised Rs 130 crore on account of a voluntary retirement scheme and Rs 6 crore for restructuring to drive business transformation.,neutral
2890,20220805T122333,"Dublin, Aug. 05, 2022 ( GLOBE NEWSWIRE ) -- The ""Global Clinical Stage Partnering Terms and Agreements in Pharma and Biotech 2015-2022"" report has been added to ResearchAndMarkets.com's offering.",positive
2891,20220805T122500,Corcept's (CORT) earnings miss estimates in second-quarter 2022 while revenues beat the same. Shares down.,neutral
2892,20220805T124332,"Dublin, Aug. 05, 2022 ( GLOBE NEWSWIRE ) -- The ""Global Discovery Stage Partnering Terms and Agreements in Pharma and Biotech 2015 - 2022"" report has been added to ResearchAndMarkets.com's offering.The report provides a detailed understanding and analysis of how, why and on what terms companies ...",positive
2893,20220805T143000,"Buying all three of these stocks would give you some great diversification in toys, tech, and healthcare.",positive
2894,20220805T143000,Alnylam Stock Hot Streak Cools As Expert Questions Its Cardiomyopathy Uptake | Investor's Business Daily Investor's Business Daily ...,positive
2895,20220805T150500,"Our vaccines market report covers the following areas: • Drivers - The increased funding for vaccine development and new vaccine launches, approval of vaccines, and a strong pipeline & increasing use of adjuvants in vaccines will offer immense growth opportunities. • Challenges - High cost of ...",positive
2896,20220805T151349,"Voyager Therapeutics Inc VYGR unveiled its prioritized therapeutic pipeline focusing on tau antibody for Alzheimer's disease and gene therapies for GBA1 Parkinson's and SOD1 ALS. For GBA1 Parkinson's, a non-human primate ( NHP ) capsid evaluation study is currently underway.",neutral
2897,20220805T153525,Here's a roundup of top developments in the biotech space over the last 24 hours: The FDA cleared Marker Therapeutics Inc's MRKR Investigational New Drug ( IND ) application for MT-601 for relapsed/refractory non-Hodgkin lymphoma who have failed or are ineligible to receive anti-CD19 CAR T cell ...,neutral
2898,20220805T154400,Pfizer in advanced talks to buy Global Blood Therapeutics for ...,neutral
2899,20220805T154600,Acquiring the maker of a recently approved drug for sickle-cell disease would be the latest move by the drug giant to bolster its portfolio and pipeline.,positive
2900,20220805T162048,"Pfizer Inc PFE is reportedly in advanced talks to buy Global Blood Therapeutics Inc GBT for about $5 billion, bolster its portfolio and pipeline. Global Blood Therapeutics markets sickle-cell disease treatment, Oxbryta, which generated $194.7 million in revenue in 2021.",positive
2901,20220805T162200,"The daily average for new U.S. cases may have started to decline based on official numbers, but it's unclear at this time if the trend is real as so many people are testing at home and the data are not being captured.",neutral
2902,20220805T163000,"WASHINGTON, Aug. 5, 2022 /PRNewswire/ -- This morning, hundreds of Americans filed an Anti-Terrorism Act complaint against Telefonaktiebolaget LM Ericsson ( ""LM Ericsson"" ) and Ericsson Inc. ( collectively ""Ericsson"" ) for aiding campaigns of terrorism in Iraq, Afghanistan, and Syria conducted ...",negative
2903,20220805T165100,"Today's Research Daily features new research reports on 16 major stocks, including Pfizer Inc. (PFE), The Progressive Corporation (PGR), and The PNC Financial Services Group, Inc. (PNC).",positive
2904,20220805T171215,"Pfizer Inc. is in advanced talks to buy Global Blood Therapeutics Inc., the maker of a recently approved drug for sickle-cell disease, for about $5 billion, in the latest move by the drug giant to bolster its portfolio and pipeline.",neutral
2905,20220805T172500,GBT Stock Rockets On Rumors Pfizer Could Buy It For $5 Billion | Investor's Business Daily Investor's Business Daily ...,neutral
2906,20220805T173042,"MRVI earnings call for the period ending June 30, 2022.",positive
2907,20220805T173543,Pfizer emerges as the lead suitor for the rare-disease company.,neutral
2908,20220805T183400,"Blue-chip stocks are companies that have consistently provided quality, reliability, and the ability to operate profitably in the face of both good and bad times.",positive
2909,20220805T185700,"Still feeling the claws of this year's bear market, tech stocks Alphabet ( GOOGL ) , Microsoft ( MSFT ) and Nvidia ( NVDA ) failed again to regain a spot on the latest list of new buys by the best mutual funds. But Apple ( AAPL ) made a triumphant return after a two-month absence.",positive
2910,20220805T204900,"The stock market closed mixed on Friday but narrow losses failed to erase big gains posted earlier in the week. Hot job numbers in the pre-market triggered divergent action, with banks rallying and big tech selling off. The Nasdaq composite closed 0.5% lower while the S&P 500 lost 0.2%.",neutral
2911,20220806T005000,"BASEL, Switzerland and NEW YORK, Aug. 05, 2022 ( GLOBE NEWSWIRE ) -- Myovant Sciences ( NYSE: MYOV ) and Pfizer Inc. ( NYSE: PFE ) today announced that the U.S. Food and Drug Administration ( FDA ) has approved MYFEMBREE® ( relugolix 40 mg, estradiol 1 mg, and norethindrone acetate 0.5 mg ) as a ...",neutral
2912,20220806T013516,"Myovant Sciences and Pfizer Receive U.S. FDA Approval of MYFEMBREE®, a Once-Daily Treatment for the Management of Moderate to Severe Pain Associated With Endometriosis Investing News Network ...",neutral
2913,20220806T090034,"CHRS earnings call for the period ending June 30, 2022.",positive
2914,20220806T093103,"OCGN earnings call for the period ending June 30, 2022.",positive
2915,20220806T100800,Income investors have a lot to like about these stocks.,positive
2916,20220806T123000,These beaten-down REITs could bounce back quickly.,neutral
2917,20220806T133000,Has the healthcare stock been a better investment than the S&P 500?,positive
2918,20220806T180035,He will remain in isolation until a second-straight test comes back negative.,negative
2919,20220806T180050,"MOR earnings call for the period ending June 30, 2022.",positive
2920,20220807T222612,"We are past the peak of earnings season, and about 87% of the S&P 500 companies have already released their quarterly numbers, FactSet reports. About 75.6% of the S&P 500 companies have reported above-consensus earnings, according to Benzinga Pro data.",neutral
2921,20220808T000000,"SUZHOU, China, Aug. 7, 2022 /PRNewswire/ -- Transcenta Holding Limited ( ""Transcenta"" ) ( HKEX: 06628 ) , a clinical stage biopharmaceutical company with fully-integrated capabilities in discovery, research, development and manufacturing of antibody-based therapeutics, announces the appointment ...",positive
2922,20220808T054353,Asian stocks mixed after US job gain paves way for rate hike The Associated Press ...,negative
2923,20220808T061800,"Valneva logo and stock graph are seen displayed in this illustration taken, May 3, 2022. REUTERS/Dado Ruvic/Illustration/File Photo LONDON, Aug 8 ( Reuters ) - With climate change spurring more cases of tick-borne Lyme disease, drugmaker Valneva ( VLS.PA ) is betting big on a vaccine as it looks ...",neutral
2924,20220808T070540,"Cooper-Standard Holdings Inc. CPS jumped 69.6% to close at $8.53 on Friday following better-than-expected Q2 results. Intelligent Living Application Group Inc. ILAG surged 64.4% to settle at $3.60 amid volatility in several recent small-cap IPOs. Marker Therapeutics, Inc.",positive
2925,20220808T091340,"U.S. stocks closed mixed on Friday following the release of jobs data for July. Here is the list of some big stocks moving higher in the previous session. Carvana Co. CVNA jumped 40.1% to close at $46.98 after the company reported Q2 earnings results. Progyny, Inc.",positive
2926,20220808T093000,"SAN DIEGO and REDWOOD CITY, Calif., Aug. 08, 2022 ( GLOBE NEWSWIRE ) -- eFFECTOR Therapeutics, Inc. EFTR, a leader in the development of selective translation regulator inhibitors ( ""STRIs"" ) for the treatment of cancer, today announced it has appointed Douglas Warner, M.D., as chief medical ...",neutral
2927,20220808T093000,"SAN DIEGO and REDWOOD CITY, Calif., Aug. 08, 2022 ( GLOBE NEWSWIRE ) -- eFFECTOR Therapeutics, Inc. ( NASDAQ: EFTR ) , a leader in the development of selective translation regulator inhibitors ( ""STRIs"" ) for the treatment of cancer, today announced it has appointed Douglas Warner, M.D., as ...",neutral
2928,20220808T100000,"Conference call and webcast scheduled for August 8, 2022, at 8:00 am ET ( 2:00 pm ...",positive
2929,20220808T100629,German company says it is aiming for 'prolonged and broad protection' as sales and earnings miss expectations ...,positive
2930,20220808T104500,"Proposed acquisition drives growth by bringing leading sickle cell disease expertise, portfolio and pipeline to Pfizer with potential combined worldwide peak sales of more than $3 billion Potential to address the full spectrum of critical needs in the underserved sickle cell community",positive
2931,20220808T104500,"Proposed acquisition drives growth by bringing leading sickle cell disease expertise, portfolio and pipeline to Pfizer with potential combined worldwide peak sales of more than $3 billion ...",positive
2932,20220808T104800,Pfizer to buy Global Blood Therapeutics in $5.4 bln deal ...,neutral
2933,20220808T105334,"Kent Nishimura/Los Angeles Times via Getty Images The Senate on Sunday passed a spending bill that includes an unprecedented $400 billion to reduce greenhouse gas emissions. The legislation also includes health provisions, including reduced prescription drug costs for the elderly.",negative
2934,20220808T105354,"The FDA has approved Myovant Sciences Ltd MYOV and Pfizer Inc's PFE once-a-daily Myfembree for moderate to severe pain associated with endometriosis in pre-menopausal women, with a treatment duration of up to 24 months.",neutral
2935,20220808T105806,Pfizer to Acquire Global Blood Therapeutics for $5.4 Billion to Enhance Presence in Rare Hematology Investing News Network ...,positive
2936,20220808T105820,"BioNTech SE BNTX has reported Q2 FY22 revenues of €3.19 billion, down from €5.3 billion a year ago and €6.37 billion in Q1 FY22. BioNTech believes the development of the pandemic remains dynamic, causing a re-phasing of orders and leading to fluctuations in quarterly revenues.",neutral
2937,20220808T105900,Reports Total Revenues of $4.12 Billion; U.S. GAAP Net Earnings of $314 Million; Adjusted EBITDA of $1.48 Billion; U.S. GAAP Net Cash Provided by Operating Activities of $803 Million; and Free Cash Flow of $719 Million Strong First Half 2022 Cash Flow. Approximately $1.9 Billion of U.S.,positive
2938,20220808T110700,Gartman said he likes stocks in motion as the long-time Wall Street veteran says it's still a bear market for equities.,neutral
2939,20220808T111100,"Pfizer has agreed to buy Global Blood Therapeutics for $5.4 billion, a deal that will give the big drugmaker a foothold in the treatment of sickle-cell disease.",positive
2940,20220808T111300,A version of this story first appeared in CNN Business' Before the Bell newsletter. Not a subscriber? You can sign up right here. You can listen to an audio version of the newsletter by clicking the same link. New York ( CNN Business ) Wall Street is taking the call to increase corporate ... At ...,neutral
2941,20220808T111620,"Pfizer Inc. has agreed to buy Global Blood Therapeutics Inc. for $5.4 billion, according to people familiar with the matter, in a deal that would give the big drugmaker a foothold in the treatment of sickle-cell disease.",neutral
2942,20220808T111757,Pfizer will spend about $5.4 billion to buy Global Blood Therapeutics as the pharmaceutical giant continues to invest some of the cash influx reaped during the COVID-19 pandemic. Pfizer said Monday that the acquisition will boost its capabilities in rare hematology.,positive
2943,20220808T114352,"The stocks making the biggest moves in premarket trading include Palantir, Signify Health, Global Blood Therapeutics, and more.",neutral
2944,20220808T120738,"Pfizer Inc PFE has agreed to acquire Global Blood Therapeutics Inc GBT for $68.50 per share in cash, for a total enterprise value of approximately $5.4 billion. The acquisition complements and further enhances Pfizer's more than 30-year heritage in rare hematology.",positive
2945,20220808T123700,"Pfizer, Caterpillar, and Johnson & Johnson are part of Zacks Investment Ideas article.",positive
2946,20220808T123953,"An estimated 200 million Americans - more than 60% of the population - suffer from at least one neurological disorder. That includes dementia, strokes, migraines and other diseases or infections that affect the nervous system. However, some smaller biotechs such as Pasithea Therapeutics Corp.",negative
2947,20220808T124200,BioNTech Stock Falls. Earnings and Revenue Missed Expectations. ...,positive
2948,20220808T125100,BioNTech (BNTX) misses estimates for both earnings and revenues in the second quarter of 2022.,neutral
2949,20220808T130054,"BioNTech and its U.S. partner Pfizer have already begun manufacturing Covid-19 boosters that are adapted for multiple Omicron sub variants including BA.1, BA.4 and BA.5.",neutral
2950,20220808T130100,Pfizer to Acquire Global Blood Therapeutics for $5.4 billion ...,positive
2951,20220808T130341,"BERLIN ( AP ) - BioNTech, which teamed with Pfizer to develop a powerful COVID-19 vaccine, has reported higher revenue and net profit in the first half of the year and expects demand to grow as it releases updated vaccines to target new omicron strains .",neutral
2952,20220808T130500,GBT Stock Continues Run On $5.4 Billion Pfizer Takeover | Investor's Business Daily Investor's Business Daily ...,positive
2953,20220808T132454,"August 8, 2022 ( Investorideas.com Newswire ) Sarepta Therapeutics Inc. recently announced that it intends to submit a BLA to the U.S. FDA for its SRP-9001, a gene therapy to treat Duchenne muscular dystrophy.",neutral
2954,20220808T140500,The biotech corner of the broad healthcare sector outperformed last week on speculation over a takeover bid for Global Blood Therapeutics.,positive
2955,20220808T145831,"BALA CYNWYD, Pa., Aug. 08, 2022 ( GLOBE NEWSWIRE ) -- Law office of Brodsky & Smith announces that it is investigating potential claims against the Board of Directors of Global Blood Therapeutics, Inc. ( ""GBT"" or the ""Company"" ) ( Nasdaq - GBT ) for possible breaches of fiduciary duty and other ...",positive
2956,20220808T151000,BioNTech Stock Falls. Earnings and Revenue Missed Expectations. ...,positive
2957,20220808T160700,"Stock Market Gains On Tax, Climate, Health Care Bill. 6 Breakouts Amid Mixed Week Of Earnings Investor's Business Daily ...",neutral
2958,20220808T163900,"Biohaven's (BHVN) sole approved drug, Nurtec ODT, for treating migraine, continues to demonstrate strong demand in the United States. BHVN also reports a wider-than-expected Q2 loss.",neutral
2959,20220808T164322,These are the stocks posting the largest moves in midday trading.,neutral
2960,20220808T165800,"President Joe Biden, after testing negative for COVID on Saturday and Sunday, left the White House for the first time since becoming infectious last month ...",neutral
2961,20220808T171810,( Monday Market Open ) Equity index futures pointed to a higher open as the U.S. dollar retreated from Friday's rally. Despite the movement in the futures and currency markets. it's a relatively light news day on the economic calendar.,neutral
2962,20220808T175610,Valneva SE VALN is trying to come back after a disappointing COVID-19 shot by betting on the Lyme disease vaccine. Climate change is spurring more cases of tick-borne Lyme disease. FAIR Health's recently announced third study focused on Lyme disease's notable growth in the U.S. over the past 15 ...,positive
2963,20220808T185028,"Pfizer Inc. PFE shares were trading lower Monday after the drugmaker announced a $5.4-billion bid to acquire blood disorder drugmaker Global Blood Therapeutics Inc GBT. Pfizer said it will pay $68.50 per share for Global Blood, roughly a 42.7% premium to the stock's closing price last Thursday.",positive
